Symbol,Name,Market
HPP,Cong ty Co phan Son Hai Phong,Upcom
HPR,Cong ty Co phan Dau tu Xay dung Hong Phat,HNX
HPS,Cong ty Co phan Da Xay dung Hoa Phat,HNX
HPT,Cong ty Co phan Dich vu Cong nghe Tin hoc HPT,Upcom
HPU,Cong ty co phan 28 Hung Phu,Upcom
HPW,Cong ty Co phan Cap nuoc Hai Phong,Upcom
HPX,Cong ty co phan Dau tu Hai Phat,HSX
HQC,Cong ty co phan Tu van-Thuong mai-Dich vu Dia oc Hoang Quan,HSX
HQMK,Cong ty co phan Tu van Thuong mai Dich vu Dia oc Hoang Quan Me Kong,OTC
HRB,Cong ty Co phan Harec Dau tu va Thuong mai,Upcom
HRC,Cong ty Co phan Cao su Hoa Binh,HSX
HRG,Cong ty co phan Cao su Ha Noi,Upcom
HRS,CTCP Chung khoan Viet Nam Gateway,OTC
HRT,Cong ty co phan Van tai Duong sat Ha Noi,Upcom
HSA,Cong ty Co phan HESTIA,Upcom
HSC,Cong ty Co phan Hacinco,HNX
HSG,Cong ty Co phan Tap doan Hoa Sen,HSX
HSI,Cong ty Co phan Vat tu tong hop va Phan bon Hoa sinh,Upcom
HSL,Cong ty Co phan Dau tu Phat trien Thuc pham Hong Ha,HSX
HSM,Tong Cong ty co phan Det may Ha Noi,Upcom
HSP,CTCP Son Tong hop Ha Noi,Upcom
HSSC,Cong ty Co phan Chung khoan Ha Noi,OTC
HST,Cong ty co phan Phat hanh Sach va Thiet bi Truong hoc Hung Yen,HNX
HT1,Cong ty Co phan Xi Mang Vicem Ha Tien,HSX
HT2,Cong ty Co phan Xi mang Ha Tien 2,HSX
HTB,Cong ty Co phan Xay dung Huy Thang,HNX
HTC,Cong ty Co phan Thuong mai Hoc Mon,HNX
HTE,Cong ty Co phan Dau tu Kinh doanh Dien luc Thanh pho Ho Chi Minh,Upcom
HTG,Tong Cong ty co phan Det may Hoa Tho,Upcom
HTI,Cong ty Co phan Dau tu phat trien ha tang IDICO,HSX
HTK,Trung tam Dang kiem xe co gioi Hai Duong,Upcom
HTL,Cong ty Co phan Ky thuat va O to Truong Long,HSX
HTM,Tong Cong ty Thuong mai Ha Noi - CTCP,Upcom
HTN,Cong ty Co phan Hung Thinh Incons,HSX
HTP,Cong ty Co phan In sach giao khoa Hoa Phat,HNX
HTR,Cong ty Co phan Duong sat Ha Thai,Upcom
HTT,Cong ty co phan Thuong mai Ha Tay,Upcom
HTU,Cong ty Co phan Moi truong va Cong trinh Do thi Ha Tinh,Upcom
HTV,Cong ty Co phan Logistics Vicem,HSX
HTW,Cong ty Co phan Cap nuoc Ha Tinh,Upcom
HU1,Cong ty Co phan Dau tu va Xay dung HUD1,HSX
HU3,Cong ty co phan Dau tu va Xay dung HUD3,HSX
HU4,Cong ty Co phan Dau tu va Xay dung HUD4,Upcom
HU6,Cong ty co phan Dau tu Phat trien nha va Do thi HUD 6,Upcom
HUB,Cong ty co phan Xay lap Thua Thien Hue,HSX
HUDA,Cong ty TNHH Bia Hue,OTC
HUDX,Tong Cong ty Dau tu Phat trien nha va Do thi-Cong ty TNHH,OTC
HUG,Tong Cong ty may Hung Yen - Cong ty Co phan,Upcom
HUNGCA,Cong ty TNHH Hung Ca,OTC
HUNGHAU,Cong ty Co phan Phat trien Hung Hau,OTC
HUT,Cong ty Co phan Tasco,HNX
HUX,CTCP Khoang san Thua Thien Hue,Upcom
HUYNHDAITC,CTCP O to Hyundai Thanh Cong Viet Nam,OTC
HVA,Cong ty co phan Dau tu HVA,Upcom
HVC,Cong ty Co phan Hung Vuong,Upcom
HVCAPITAL,Cong ty Co phan Quan ly quy Hung Viet,OTC
HVG,Cong ty Co phan Hung Vuong,Upcom
HVH,Cong ty Co phan Dau tu va Cong nghe HVC,HSX
HVN,Tong Cong ty Hang khong Viet Nam - CTCP,HSX
HVS,CTCP Chung khoan HVS Viet Nam,OTC
HVT,Cong ty Co phan Hoa chat Viet Tri,HNX
HVX,Cong ty Co phan Xi mang Vicem Hai Van,HSX
HWS,Cong ty co phan Cap nuoc Thua Thien Hue,Upcom
HYUNDAIVINASHIN,Cong ty TNHH Nha may Tau bien Hyundai-Vinashin,OTC
I10,CTCP Dau tu Xay dung so 10 IDICO,Upcom
I40,Cong ty Co phan Dau tu va Xay dung 40,Upcom
IBC,Cong ty Co phan Dau tu Apax Holdings,HSX
IBD,CTCP In Tong hop Binh Duong,Upcom
ICA,Cong ty Co phan Cong nghe Sinh hoc - Duoc pham ICA,OTC
ICC,CTCP Xay dung Cong nghiep,Upcom
ICF,Cong ty Co phan Dau tu Thuong mai Thuy San,Upcom
ICG,Cong ty Co phan Xay dung Song Hong,HNX
ICI,Cong ty Co phan Dau tu va Xay dung Cong nghiep,Upcom
ICN,Cong ty co phan Dau tu Xay dung Dau khi IDICO,Upcom
ICPX,Cong ty CP San xuat hang gia dung Quoc te,OTC
ICT,Cong ty co phan Vien thong - Tin hoc Buu dien,HSX
IDC,Tong cong ty IDICO - Cong ty Co phan,HNX
IDGVV,IDG Ventures Vietnam,OTC
IDI,Cong ty Co phan Dau tu va Phat trien Da Quoc Gia I.D.I,HSX
IDJ,Cong ty co phan dau tu IDJ Viet Nam,HNX
IDN,Cong ty co phan In va Dich vu Da Nang,Upcom
IDPX,Cong ty CP Sua Quoc te,OTC
IDV,Cong ty Co phan Phat trien Ha tang Vinh Phuc,HNX
IFC,CTCP Thuc pham Cong nghe Sai Gon,Upcom
IFCWB,International Finance Corporation (World Bank),OTC
IFMC,Cong ty Co phan Quan ly quy Quoc te,OTC
IFS,Cong ty Co phan Thuc pham Quoc te,Upcom
IHK,Cong ty Co phan In Hang khong,Upcom
IJC,Cong ty Co phan Phat trien Ha tang Ky thuat,HSX
IKH,Cong ty Co phan In Khoa hoc Ky thuat,Upcom
ILA,Cong ty Co phan ILA,Upcom
ILB,Cong ty Co phan ICD Tan Cang – Long Binh,HSX
ILC,Cong ty Co phan Hop tac Lao dong voi Nuoc ngoai,Upcom
ILS,Cong ty Co phan Dau tu Thuong mai va Dich vu Quoc te,Upcom
IME,Cong ty Co phan Co khi va Xay lap Cong nghiep,Upcom
IMP,Cong ty Co phan Duoc pham IMEXPHARM,HSX
IMT,Cong ty Co phan Xuat nhap khau Dau tu Thanh pho Ho Chi Minh,Upcom
IN4,Cong ty Co phan In so 4,Upcom
INC,Cong ty Co phan Tu van Dau tu IDICO,HNX
INN,Cong ty Co phan Bao bi va In Nong nghiep,HNX
INVESTCO,Cong ty co phan Dau tu & Phat trien Xay dung,OTC
IPA,Cong ty co phan Tap doan Dau tu I.P.A,Upcom
IPAF,Cong ty TNHH MTV Quan ly quy Dau tu chung khoan I.P.A,OTC
IPH,Cong ty TNHH MTV In va Phat hanh bieu mau Thong ke,Upcom
IPPGROUP,Cong ty TNHH XNK Lien Thai Binh Duong,OTC
IRC,Cong ty Co phan Cao su Cong nghiep,Upcom
IRS,Cong ty Co phan Chung khoan Quoc te Hoang Gia,OTC
ISC,Cong ty Co phan Chung khoan Cong Nghiep Viet Nam,OTC
ISG,CTCP Van tai bien & Hop tac Quoc te,Upcom
ISH,Cong ty co phan Thuy dien Srok Phu Mieng IDICO,Upcom
IST,Cong ty Co phan ICD Tan Cang Song Than,Upcom
ITA,Cong ty Co phan Dau tu va Cong nghiep Tan Tao,HSX
ITC,Cong ty Co phan Dau tu - Kinh doanh nha,HSX
ITD,Cong ty Co phan Cong nghe Tien Phong,HSX
ITQ,Cong ty co phan Tap doan Thien Quang,HNX
ITS,"Cong ty co phan Dau tu, Thuong mai va Dich vu - Vinacomin",Upcom
IVS,Cong ty co phan Chung khoan Dau tu Viet Nam,HNX
JACCAR,Jaccar,OTC
JAPFA,Cong ty CP Japfa Comfeed Viet Nam,OTC
JFVOF,JPMorgan Vietnam Opportunities Fund,OTC
JOS,Cong ty Co phan Che bien Thuy san Xuat khau Minh Hai,Upcom
JPA,Cong ty CP Hang khong Jetstar Pacific Airlines,OTC
JSC,Cong ty Co phan Xay dung Cau duong Ha Noi,Upcom
JSI,Cong ty co phan Chung khoan Nhat Ban,OTC
JVC,Cong ty co phan Thiet bi Y te Viet Nhat,HSX
KAC,Cong ty Co phan Dau tu Dia oc Khang An,Upcom
KAL,Cong ty co phan Nhom Khanh Hoa,OTC
KBC,Tong Cong ty Phat trien Do thi Kinh Bac-CTCP,HSX
KBE,Cong ty Co phan Sach - Thiet bi Truong hoc Kien Giang,Upcom
KBT,Cong ty Co phan Gach ngoi Kien Giang,HNX
KCB,CTCP Khoang san va luyen kim Cao Bang,Upcom
KCE,Cong ty Co phan Be tong Ly tam Dien luc Khanh Hoa,Upcom
KDC,Cong ty Co phan Tap doan Kido,HSX
KDF,Cong ty Co phan Thuc pham Dong lanh KIDO,Upcom
KDH,Cong ty Co phan Dau tu Kinh doanh nha Khang Dien,HSX
KDM,Cong ty Co phan Tap doan dau tu Le Gia,HNX
KGM,Cong ty Co phan Xuat nhap khau Kien Giang,Upcom
KGU,Cong ty Co phan Phat trien Do thi Kien Giang,Upcom
KHA,Cong ty Co phan Dau tu va Dich vu Khanh Hoi,Upcom
KHATOCO,Tong Cong ty Khanh Viet,OTC
KHB,Cong ty Co phan Khoang san Hoa Binh,Upcom
KHD,"CTCP Khai thac, Che bien khoang san Hai Duong",Upcom
KHL,Cong ty co phan Khoang san va Vat lieu Xay dung Hung Long,Upcom
KHP,Cong ty Co phan Dien luc Khanh Hoa,HSX
KHS,Cong ty Co phan Kien Hung,HNX
KHV,Cong ty TNHH Kim Ha Viet,OTC
KHW,Cong ty Co phan Cap nuoc Khanh Hoa,Upcom
KIP,Cong ty Co phan K.I.P Viet Nam,Upcom
KIS,Cong ty Co phan Chung khoan KIS Viet Nam,OTC
KISIMEX,Cong ty CP Thuy san Kien Giang,OTC
KKC,Cong ty Co phan Kim khi KKC,HNX
KLB,Ngan hang TMCP Kien Long,Upcom
KLF,Cong ty Co phan Dau tu Thuong mai va Xuat nhap khau CFS,HNX
KLM,CTCP Kim loai mau Nghe Tinh,Upcom
KLS,Cong ty Co phan Chung khoan Kim Long,HNX
KMF,Cong ty Co phan Mirae Fiber,HNX
KMR,Cong ty Co phan Mirae,HSX
KMT,Cong ty co phan Kim khi mien Trung,HNX
KOS,Cong ty Co phan Kosy,HSX
KPF,Cong ty Co phan Dau tu tai chinh Hoang Minh,HSX
KSA,Cong ty Co phan Cong nghiep Khoang san Binh Thuan,Upcom
KSB,Cong ty Co phan Khoang san va Xay dung Binh Duong,HSX
KSC,Cong ty Co phan Muoi Khanh Hoa,Upcom
KSD,Cong ty co phan Dau tu DNA,HNX
KSE,Cong ty Co phan Xuat khau Thuy san Khanh Hoa,Upcom
KSH,Cong ty Co phan Damac GLS,Upcom
KSK,Cong ty co phan Khoang san Luyen kim mau,Upcom
KSQ,Cong ty co phan CNC Capital Viet Nam,HNX
KSS,Cong ty Co phan Khoang san Na Ri Hamico,Upcom
KST,Cong ty co phan KASATI,HNX
KSV,Tong Cong ty Khoang san TKV - CTCP,Upcom
KTB,Cong ty Co phan Dau tu Khoang san Tay Bac,Upcom
KTC,Cong ty Co phan Thuong mai Kien Giang,Upcom
KTL,CTCP Kim khi Thang Long,Upcom
KTS,Cong ty co phan Duong Kon Tum,HNX
KTT,Cong ty co phan Tap doan dau tu KTT,HNX
KTU,Cong ty Co phan Moi truong do thi Kon Tum,Upcom
KVC,CTCP San xuat Xuat nhap khau Inox Kim Vi,HNX
KVS,Cong ty Co phan Chung khoan KENANGA Viet Nam,OTC
L10,Cong ty co phan Lilama 10,HSX
L12,Cong ty co phan Licogi 12,Upcom
L14,Cong ty co phan LICOGI 14,HNX
L18,Cong ty Co phan Dau tu va Xay dung so 18,HNX
L35,Cong ty Co phan Co khi Lap may Lilama,HNX
L43,Cong ty Co phan Lilama 45.3,HNX
L44,Cong ty Co phan Lilama 45.4,Upcom
L45,CTCP Lilama 45.1,Upcom
L61,Cong ty Co phan Lilama 69-1,HNX
L62,Cong ty Co phan Lilama 69-2,HNX
L63,CTCP Lilama 69-3,Upcom
LAF,Cong ty Co phan Che bien Hang xuat khau Long An,HSX
LAI,CTCP Dau tu xay dung Long An IDICO,Upcom
LAS,Cong ty co phan Supe Phot phat va Hoa chat Lam Thao,HNX
LAVIE,Cong ty TNHH LA VIE,OTC
LAW,Cong ty co phan Cap thoat nuoc Long An,Upcom
LBC,Cong ty Co phan Thuong mai - Dau tu Long Bien,Upcom
LBE,Cong ty Co phan Sach va Thiet bi truong hoc Long An,HNX
LBM,Cong ty Co phan Khoang san va Vat lieu xay dung Lam Dong,HSX
LCC,Cong ty Co phan Xi mang Hong Phong,Upcom
LCD,Cong ty Co phan Lap may - Thi nghiem Co dien,HNX
LCG,Cong ty co phan LICOGI 16,HSX
LCM,Cong ty Co phan Khai thac va Che bien Khoang san Lao Cai,HSX
LCS,Cong ty Co phan Licogi 166,HNX
LCW,Cong ty Co phan Nuoc sach Lai Chau,Upcom
LDG,Cong ty Co phan Dau tu LDG,HSX
LDP,Cong ty Co phan Duoc Lam Dong - Ladophar,HNX
LDW,Cong ty co phan Cap thoat nuoc Lam Dong,Upcom
LEC,Cong ty Co phan Bat dong san Dien luc Mien Trung,HSX
LG9,Cong ty Co phan Co gioi va Xay lap so 9,Upcom
LGC,Cong ty Co phan Dau tu Cau duong CII,HSX
LGL,Cong ty co phan Dau tu va Phat trien Do thi Long Giang,HSX
LGM,CTCP Giay da va May mac Xuat khau (LEGAMEX),Upcom
LHC,Cong ty Co phan Dau tu va Xay dung Thuy loi Lam Dong,HNX
LHG,Cong ty Co phan Long Hau,HSX
LIC,Tong Cong ty Licogi - Cong ty Co phan,Upcom
LIG,Cong ty Co phan Licogi 13,HNX
LIONGVF,LionGlobal Vietnam Fund,OTC
LIX,Cong ty Co phan Bot giat Lix,HSX
LKW,CTCP Cap nuoc Long Khanh,Upcom
LLM,Tong Cong ty Lap may Viet Nam - CTCP,Upcom
LM3,Cong ty Co phan Lilama 3,Upcom
LM7,Cong ty Co phan Lilama 7,HNX
LM8,Cong ty Co phan Lilama 18,HSX
LMC,Cong ty Co phan Khoang san Latca,Upcom
LMH,Cong ty Co phan Landmark Holding,Upcom
LMI,Cong ty Co phan Dau tu Xay dung Lap may IDICO,Upcom
LNC,Cong ty co phan Le Ninh,Upcom
LNS,Cong ty co phan Mia duong La Nga,OTC
LO5,Cong ty Co phan Lilama 5,HNX
LONGHAIGROUP,Cong ty CP Tap doan dau tu Long Hai,OTC
LONGTHANHPLASTIC,Cong ty TNHH Nhua Long Thanh,OTC
LPB,Ngan hang TMCP Buu dien Lien Viet,HSX
LQN,Cong ty co phan Licogi Quang Ngai,Upcom
LSS,Cong ty Co phan Mia duong Lam Son,HSX
LTC,Cong ty co phan Dien nhe Vien thong,Upcom
LTG,Cong ty Co phan Tap doan Loc Troi,Upcom
LUCKYTEL,Cong ty CP XNK thiet bi vien thong May Man,OTC
LUNGLO,Tong Cong ty Xay dung Lung Lo,OTC
LUT,Cong ty Co phan Dau tu Xay dung Luong Tai,HNX
LVS,Cong ty co phan Chung khoan Lien Viet,OTC
LWS,Cong ty Co phan Cap nuoc tinh Lao Cai,Upcom
M10,Tong Cong ty May 10 - CTCP,Upcom
MA1,Cong ty co phan Thiet bi,Upcom
MAC,Cong ty Co phan Cung ung va Dich vu Ky thuat Hang Hai,HNX
MAFPF1,Quy dau tu tang truong Manulife,HSX
MANULIFE,Cong ty TNHH Manulife (Viet Nam),OTC
MAS,Cong ty co phan Dich vu Hang khong San bay Da Nang,HNX
MAX,Cong ty Co phan Khai khoang va Co khi Huu nghi Vinh Sinh,HNX
MBB,Ngan hang Thuong mai Co phan Quan doi,HSX
MBG,Cong ty co phan Tap doan MBG,HNX
MBKE,Cong ty co phan Chung khoan MayBank Kim Eng,OTC
MBN,Cong ty co phan Moi truong va Cong trinh Do thi Bac Ninh,Upcom
MBS,Cong ty co phan Chung khoan MB,HNX
MC3,Cong ty Co phan Khoang san 3 - Vimico,Upcom
MCC,Cong ty Co phan Gach ngoi cao cap,HNX
MCF,CTCP Xay lap Co khi va Luong thuc Thuc pham,HNX
MCG,Cong ty Co phan Co dien va Xay dung Viet Nam,HSX
MCH,Cong ty Co phan Hang tieu dung Masan,Upcom
MCI,CTCP Dau tu Xay dung va Phat trien Vat lieu IDICO,Upcom
MCK,'',Upcom
MCL,Cong ty Co phan Phat trien Nha va San xuat Vat lieu xay dung Chi Linh,HNX
MCO,Cong ty Co phan Dau tu va Xay dung BDC Viet Nam,HNX
MCP,Cong ty co phan In va Bao bi My Chau,HSX
MCT,Cong ty Co phan Kinh doanh Vat tu va Xay dung,Upcom
MCV,Cong ty Co phan Cavico Viet Nam Khai thac Mo va Xay dung,HSX
MDA,Cong ty Co phan Moi truong Do thi Dong Anh,Upcom
MDC,Cong ty co phan Than Mong Duong - Vinacomin,HNX
MDF,Cong ty co phan Go MDF VRG Quang Tri,Upcom
MDG,Cong ty Co phan mien Dong,HSX
MDN,CTCP Tong Cong ty May Dong Nai,Upcom
MDT,CTCP Co khi mo va Dong tau - TKV,Upcom
MEC,Cong ty Co phan Co khi - lap may Song Da,Upcom
MED,Cong ty co phan Duoc Trung uong Mediplantex,HNX
MEDIAMART,CTCP Mediamart Viet Nam,OTC
MEF,Cong ty co phan MEINFA,Upcom
MEG,Cong ty co phan Megram,Upcom
MEKONGCAP,Mekong Capital,OTC
MEL,Cong ty Co phan Thep Me Lin,HNX
MERCEDESVN,Cong ty Lien doanh Mercedes-Benz Viet Nam,OTC
MES,Cong ty co phan Co dien Cong trinh,Upcom
METROVN,Cong ty TNHH Metro Cash & Carry Viet Nam,OTC
MFS,Cong ty Co phan Dich vu Ky thuat Mobifone,Upcom
MGC,CTCP Dia chat mo - TKV,Upcom
MGG,Tong Cong ty Duc Giang - Cong ty Co phan,Upcom
MH3,Cong ty Co phan Khu cong nghiep Cao Su Binh Long,Upcom
MHB,Ngan hang TMCP Phat trien nha dong bang song Cuu Long,OTC
MHBS,Cong ty co phan Chung khoan Ngan hang Phat trien Nha dong bang Song Cuu Long,OTC
MHC,Cong ty Co phan MHC,HSX
MHDI,Tong Cong ty Dau tu phat trien nha va Do thi - BQP,OTC
MHL,Cong ty Co phan Minh Huu Lien,HNX
MHP,CTCP Moi truong va Dich vu do thi Viet Tri,Upcom
MHY,Cong ty TNHH MTV Moi truong va Cong trinh Do thi Hung Yen,Upcom
MIC,Cong ty Co phan Ky nghe Khoang san Quang Nam,Upcom
MICROSOFT,Cong ty TNHH Microsoft Viet Nam,OTC
MIE,Tong Cong ty May va Thiet bi Cong nghiep - CTCP,Upcom
MIG,Tong Cong ty co phan Bao hiem Quan doi,Upcom
MIH,Cong ty Co phan Xuat nhap khau Khoang san Ha Nam,HNX
MIM,Cong ty Co phan Khoang san va Co khi,HNX
MINHLONG1,Cong ty TNHH Minh Long 1,OTC
MINHVIETCAPITAL,Cong ty Co phan Quan ly quy dau tu Chung khoan Minh Viet,OTC
MIPEC,CTCP Hoa dau Quan doi,OTC
MIPECORP,Tong Cong ty Xang dau Quan doi,OTC
MIRAEASSET,Cong ty TNHH Chung khoan Mirae Asset (Viet Nam),OTC
MJC,Cong ty Co phan Thuong mai Moc Hoa,Upcom
MKP,Cong ty Co phan Hoa - Duoc pham Mekophar,Upcom
MKT,Cong ty co phan Det Minh Khai,Upcom
MKV,Cong ty Co phan Duoc Thu y Cai Lay,HNX
MLC,Cong ty Co phan Moi truong Do thi Tinh Lao Cai,Upcom
MLG,Cong ty Co phan Tap doan Mai Linh,OTC
MLN,Cong ty co phan Mai Linh Mien Bac,Upcom
MLS,Cong ty co phan Chan nuoi - Mitraco,Upcom
MMC,Cong ty Co phan Khoang san Mangan,Upcom
MML,Cong ty Co phan Masan MEATLife,Upcom
MNB,Tong Cong ty May Nha Be - Cong ty Co phan,Upcom
MNC,Cong ty Co phan Tap doan Mai Linh Mien Trung,HNX
MND,Cong ty Co phan Moi truong Nam Dinh,Upcom
MOBIFONE,Tong Cong ty Vien thong Mobifone,OTC
MOCCHAUMILK,CTCP Giong bo sua Moc Chau,OTC
MOMOTA,Cong ty co phan 118,OTC
MPC,Cong ty Co phan Tap doan Thuy san Minh Phu,Upcom
MPHG,CTCP Che bien Thuy san Minh Phu - Hau Giang,OTC
MPT,Cong ty co phan Tap doan Truong Tien,HNX
MPY,Cong ty Co phan Moi truong Do thi Phu Yen,Upcom
MQB,Cong ty Co phan Moi truong va phat trien Do thi Quang Binh,Upcom
MQN,Cong ty Co phan Moi truong do thi Quang Ngai,Upcom
MRF,Cong ty co phan Merufa,Upcom
MSC,Cong ty co phan Dich vu Phu Nhuan,HNX
MSG,Cong ty Co phan Chung khoan MORGAN STANLEY Huong Viet,OTC
MSH,Cong ty co phan May Song Hong,HSX
MSI,Cong ty Co phan Chung khoan KB Viet Nam,OTC
MSM,Cong ty TNHH Truyen thong Megastar,OTC
MSN,Cong ty Co phan Tap doan MaSan,HSX
MSR,Cong ty co phan Masan High-Tech Materials,Upcom
MST,Cong ty Co phan Dau tu MST,HNX
MTA,Tong Cong ty Khoang san va Thuong mai Ha Tinh - CTCP,Upcom
MTC,CTCP Dich vu Du lich My Tra,Upcom
MTG,Cong ty Co phan MT Gas,Upcom
MTH,Cong ty Co phan Moi truong Do thi Ha Dong,Upcom
MTL,CTCP Dich vu Moi truong Do thi Tu Liem,Upcom
MTM,CTCP Mo va Xuat nhap khau Khoang san Mien Trung,Upcom
MTP,Cong ty Co phan Duoc Medipharco,Upcom
MTS,Cong ty co phan Vat tu - TKV,Upcom
MTV,Cong ty Co phan Dich vu Moi truong va Cong trinh Do thi Vung Tau,Upcom
MUONGTHANH,Doanh nghiep tu nhan Xay dung so 1 tinh Dien Bien,OTC
MVB,Tong cong ty Cong nghiep mo Viet Bac TKV - CTCP,HNX
MVC,Cong ty Co phan Vat lieu va Xay dung Binh Duong,Upcom
MVN,Tong Cong ty Hang hai Viet Nam - CTCP,Upcom
MVY,Cong ty Co phan Moi truong va Dich vu Do thi Vinh Yen,Upcom
MWG,Cong ty co phan Dau tu The gioi Di dong,HSX
NAB,Ngan hang TMCP Nam A,Upcom
NAC,Cong ty Co phan Tu van Xay dung Tong hop,Upcom
NAF,Cong ty Co phan Nafoods Group,HSX
NAG,Cong ty co phan Tap doan Nagakawa,HNX
NAKYDACO,CTCP Dau thuc vat Tan Binh,OTC
NAMCUONG,CTCP Tap doan Nam Cuong Ha Noi,OTC
NAP,Cong ty co phan Cang Nghe Tinh,HNX
NAS,Cong ty Co phan Dich vu Hang khong San bay Noi Bai,Upcom
NASC,Cong ty TNHH Chung khoan Shinhan Viet Nam,OTC
NASICO,Cong ty TNHH MTV Dong Tau Nam Trieu,OTC
NAU,Cong ty co phan Moi truong va Cong trinh do thi Nghe An,Upcom
NAV,Cong ty Co phan Nam Viet,HSX
NAW,Cong ty Co phan Cap nuoc Nghe An,Upcom
NBB,Cong ty Co phan Dau tu Nam Bay Bay,HSX
NBC,Cong ty co phan Than Nui Beo – Vinacomin,HNX
NBE,Cong ty Co phan Sach va Thiet bi Giao duc Mien Bac,Upcom
NBP,Cong ty Co phan Nhiet dien Ninh Binh,HNX
NBR,CTCP Duong sat Nghia Binh,Upcom
NBS,Cong ty Co phan Ben xe Nghe An,Upcom
NBT,CTCP Cap thoat nuoc Ben Tre,Upcom
NBW,Cong ty Co phan Cap nuoc Nha Be,HNX
NCP,Cong ty Co phan Nhiet dien Cam Pha - TKV,Upcom
NCS,Cong ty co phan Suat an Hang khong Noi Bai,Upcom
NCT,Cong ty Co phan Dich vu Hang hoa Noi Bai,HSX
ND2,Cong ty Co phan Dau tu Phat trien dien Mien Bac 2,Upcom
NDC,Cong ty Co phan Nam Duoc,Upcom
NDF,CTCP Che bien thuc pham nong san xuat khau Nam Dinh,Upcom
NDHI,Cong ty TNHH Dau tu NDH Viet Nam,OTC
NDHINVEST,Cong ty TNHH Dau tu NDH,OTC
NDN,Cong ty Co phan Dau tu Phat trien Nha Da Nang,HNX
NDP,Cong ty Co phan Duoc pham 2/9,Upcom
NDT,Tong Cong ty co phan Det may Nam Dinh,Upcom
NDW,CTCP Cap nuoc Nam Dinh,Upcom
NDX,Cong ty Co phan Xay lap Phat trien Nha Da Nang,HNX
NECORP,Tong Cong ty Dong Bac - BQP,OTC
NED,Cong ty co phan Dau tu va Phat trien Dien Tay Bac,Upcom
NET,Cong ty Co phan Bot giat Net,HNX
NFC,Cong ty Co phan Phan lan Ninh Binh,HNX
NGC,Cong ty Co phan Che bien Thuy san Xuat khau Ngo Quyen,HNX
NGUYENKIM,CTCP Thuong mai Nguyen Kim,OTC
NHA,Tong Cong ty Dau tu Phat trien Nha va Do thi Nam Ha Noi,HNX
NHAC,Cong ty Co Phan Nguyen Ha A Chau,OTC
NHC,Cong ty Co phan Gach Ngoi Nhi Hiep,HNX
NHH,Cong ty Co phan Nhua Ha Noi,HSX
NHN,Cong ty co phan Phat trien do thi Nam Ha Noi,Upcom
NHONHOA,Cong ty TNHH San xuat can Nhon Hoa,OTC
NHP,Cong ty Co phan San xuat Xuat nhap khau NHP,HNX
NHS,Cong ty Co phan Duong Ninh Hoa,HSX
NHT,Cong ty Co phan San xuat va Thuong mai Nam Hoa,Upcom
NHV,Cong ty co phan Dau tu NHV,Upcom
NHW,Cong ty Co phan Ngo Han,HSX
NIS,Cong ty Co phan Dich vu Ha tang mang,HNX
NISACO,Cong ty co phan Muoi Ninh Thuan,OTC
NJC,Cong ty co phan May Nam Dinh,Upcom
NKD,Cong ty Co phan Che bien Thuc pham Kinh Do Mien Bac,HSX
NKG,Cong ty Co phan Thep Nam Kim,HSX
NKID,CTCP Dau tu va Phat trien Nguyen Kim,OTC
NLC,Cong ty Co phan Thuy dien Na Loi,HNX
NLG,Cong ty co phan Dau tu Nam Long,HSX
NLS,Cong ty co phan Cap thoat Nuoc Lang Son,Upcom
NMK,Cong ty co phan Xay dung Cong trinh 510,Upcom
NNB,CTCP Cap thoat nuoc Ninh Binh,Upcom
NNC,Cong ty Co phan Da Nui Nho,HSX
NNG,Cong ty Co phan Cong nghiep - Dich vu - Thuong Mai Ngoc Nghia,Upcom
NNQ,Trung tam Giong Nong - Lam nghiep Quang Nam,Upcom
NNT,Cong ty co phan Cap nuoc Ninh Thuan,Upcom
NORCEM,CTCP Kinh doanh Xi mang Mien Bac,OTC
NOS,Cong ty Co phan Van tai bien va Thuong mai Phuong Dong,Upcom
NPH,CTCP Khach san Buu dien Nha Trang,Upcom
NPS,Cong ty Co phan May Phu Thinh - Nha Be,Upcom
NQB,Cong ty co phan Cap nuoc Quang Binh,Upcom
NQN,Cong ty Co phan Nuoc sach Quang Ninh,Upcom
NQT,Cong ty Co phan Nuoc sach Quang Tri,Upcom
NRC,Cong ty Co phan Bat dong san Netland,HNX
NS2,Cong ty Co phan Nuoc sach so 2 Ha Noi,Upcom
NS3,CTCP San xuat Kinh doanh Nuoc sach so 3 Ha Noi,Upcom
NSC,Cong ty co phan Tap doan Giong cay trong Viet Nam,HSX
NSG,CTCP Nhua Sai Gon,Upcom
NSH,Cong ty Co phan Nhom Song Hong,HNX
NSI,Cong ty Co phan Chung khoan Quoc gia,OTC
NSL,Cong ty co phan Cap nuoc Son La,Upcom
NSN,Cong ty Co phan Xay dung 565,HNX
NSP,Cong ty Co phan Nhua Sam Phu,Upcom
NSS,Cong ty co phan Nong Suc San Dong Nai,Upcom
NST,Cong ty Co phan Ngan Son,HNX
NT2,Cong ty Co phan Dien luc Dau khi Nhon Trach 2,HSX
NTB,Cong ty co phan Dau tu Xay dung va Khai thac Cong trinh Giao thong 584,Upcom
NTC,Cong ty Co phan Khu Cong nghiep Nam Tan Uyen,Upcom
NTF,CTCP Duoc - Vat tu Y te Nghe An,Upcom
